date,temp.mean
8/12/08,10.708
8/13/08,10.66739583
8/14/08,10.71572917
8/15/08,10.83072917
8/16/08,10.86985417
8/17/08,10.85202083
8/18/08,10.71227083
8/19/08,10.61560417
8/20/08,10.58704167
8/21/08,10.48358333
8/22/08,10.4381875
8/23/08,10.47845833
8/24/08,10.45089583
8/25/08,10.46929167
8/26/08,10.48660417
8/27/08,10.42183333
8/28/08,10.3764375
8/29/08,10.34427083
8/30/08,10.3213125
8/31/08,10.34072917
9/1/08,10.44933333
9/2/08,10.4999375
9/3/08,10.56910417
9/4/08,10.66902083
9/5/08,10.77172917
9/6/08,10.82408333
9/7/08,11.03902083
9/8/08,11.23727083
9/9/08,11.6823125
9/10/08,12.040125
9/11/08,11.8871875
9/12/08,11.57658333
9/13/08,11.1429375
9/14/08,10.93022917
9/15/08,10.76214583
9/16/08,10.77479167
9/17/08,10.67154167
9/18/08,10.5264375
9/19/08,10.42389583
9/20/08,10.3299375
9/21/08,10.258
9/22/08,10.27227083
9/23/08,10.36208333
9/24/08,10.3533125
9/25/08,10.261125
9/26/08,10.22070833
9/27/08,10.2130625
9/28/08,10.19425
9/29/08,10.19766667
9/30/08,10.20441667
10/1/08,10.18095833
10/2/08,10.17689583
10/3/08,10.1364375
10/4/08,
10/5/08,10.056875
10/6/08,10.01672917
10/7/08,9.999375
10/8/08,9.989583333
10/9/08,9.9675
10/10/08,9.990541667
10/11/08,10.05822917
10/12/08,10.03304167
10/13/08,9.998708333
10/14/08,9.951270833
10/15/08,9.899145833
10/16/08,9.857583333
10/17/08,9.823229167
10/18/08,9.784958333
10/19/08,9.7165625
10/20/08,9.681708333
10/21/08,9.655395833
10/22/08,9.645166667
10/23/08,9.646270833
10/24/08,9.631854167
10/25/08,9.613916667
10/26/08,9.5741875
10/27/08,9.557875
10/28/08,9.5374375
10/29/08,9.514333333
10/30/08,9.466625
10/31/08,9.433958333
11/1/08,9.386770833
11/2/08,9.35475
11/3/08,9.330791667
11/4/08,9.291541667
11/5/08,9.269041667
11/6/08,9.229833333
11/7/08,9.233479167
11/8/08,9.244416667
11/9/08,9.237708333
11/10/08,9.237708333
11/11/08,9.213520833
11/12/08,9.2285
11/13/08,9.210916667
11/14/08,9.1958125
11/15/08,9.216979167
11/16/08,9.246375
11/17/08,9.2580625
11/18/08,9.260708333
11/19/08,9.237333333
11/20/08,9.215604167
11/21/08,9.173458333
11/22/08,9.1439375
11/23/08,9.121125
11/24/08,9.086395833
11/25/08,9.06225
11/26/08,9.024270833
11/27/08,8.994729167
11/28/08,8.973
11/29/08,8.967354167
11/30/08,8.978125
12/1/08,8.977
12/2/08,8.966625
12/3/08,8.949333333
12/4/08,8.8801875
12/5/08,8.840791667
12/6/08,8.821416667
12/7/08,8.803979167
12/8/08,8.7795
12/9/08,8.750333333
12/10/08,8.734708333
12/11/08,8.71875
12/12/08,8.666916667
12/13/08,8.570833333
12/14/08,8.4241875
12/15/08,8.1943125
12/16/08,8.1028125
12/17/08,8.046041667
12/18/08,7.898645833
12/19/08,7.753854167
12/20/08,7.644020833
12/21/08,7.5525625
12/22/08,7.4825
12/23/08,7.432208333
12/24/08,7.371479167
12/25/08,7.348479167
12/26/08,7.329395833
12/27/08,7.285375
12/28/08,7.300041667
12/29/08,7.261229167
12/30/08,7.231395833
12/31/08,7.196708333
1/1/09,7.188875
1/2/09,7.173125
1/3/09,7.191520833
1/4/09,7.092208333
1/5/09,7.038041667
1/6/09,7.125770833
1/7/09,7.170395833
1/8/09,7.2063125
1/9/09,7.187854167
1/10/09,7.1720625
1/11/09,7.187875
1/12/09,7.236625
1/13/09,7.255479167
1/14/09,7.283770833
1/15/09,7.273333333
1/16/09,7.2586875
1/17/09,7.2296875
1/18/09,7.200895833
1/19/09,7.173666667
1/20/09,7.170104167
1/21/09,7.156354167
1/22/09,7.133833333
1/23/09,7.122041667
1/24/09,7.102083333
1/25/09,7.012270833
1/26/09,6.981708333
1/27/09,6.966020833
1/28/09,6.976479167
1/29/09,6.988458333
1/30/09,6.985916667
1/31/09,6.967604167
2/1/09,6.970708333
2/2/09,6.986020833
2/3/09,6.9965
2/4/09,7.010145833
2/5/09,7.036895833
2/6/09,7.0538125
2/7/09,7.052229167
2/8/09,7.050791667
2/9/09,7.042229167
2/10/09,7.005729167
2/11/09,6.995416667
2/12/09,7.0138125
2/13/09,7.012729167
2/14/09,7.0169375
2/15/09,7.0173125
2/16/09,6.967958333
2/17/09,6.947041667
2/18/09,6.968625
2/19/09,6.9728125
2/20/09,6.997458333
2/21/09,6.998354167
2/22/09,7.042083333
2/23/09,7.068666667
2/24/09,7.087958333
2/25/09,7.099854167
2/26/09,7.048083333
2/27/09,7.037458333
2/28/09,7.046416667
3/1/09,7.058541667
3/2/09,7.101041667
3/3/09,7.115833333
3/4/09,7.137916667
3/5/09,7.1534375
3/6/09,7.135854167
3/7/09,7.1346875
3/8/09,7.098833333
3/9/09,7.0675625
3/10/09,7.009020833
3/11/09,6.994229167
3/12/09,7.012666667
3/13/09,7.034395833
3/14/09,7.0581875
3/15/09,7.038125
3/16/09,7.025770833
3/17/09,7.035354167
3/18/09,7.053333333
3/19/09,7.075895833
3/20/09,7.099416667
3/21/09,7.1299375
3/22/09,7.145333333
3/23/09,7.140375
3/24/09,7.155541667
3/25/09,7.183666667
3/26/09,7.206583333
3/27/09,7.23225
3/28/09,7.23475
3/29/09,7.240854167
3/30/09,7.266354167
3/31/09,7.268479167
4/1/09,7.266833333
4/2/09,7.2750625
4/3/09,7.290916667
4/4/09,7.319104167
4/5/09,7.364479167
4/6/09,7.437229167
4/7/09,7.4830625
4/8/09,7.530979167
4/9/09,7.5705625
4/10/09,7.5971875
4/11/09,7.633479167
4/12/09,7.664166667
4/13/09,7.639375
4/14/09,7.6530625
4/15/09,7.688125
4/16/09,7.784583333
4/17/09,7.814791667
4/18/09,7.865833333
4/19/09,7.908541667
4/20/09,7.987645833
4/21/09,8.038229167
4/22/09,8.064270833
4/23/09,8.072604167
4/24/09,8.103854167
4/25/09,8.106458333
4/26/09,8.110625
4/27/09,8.164270833
4/28/09,8.189270833
4/29/09,8.243958333
4/30/09,8.2966875
5/1/09,8.378895833
5/2/09,8.393541667
5/3/09,8.4016875
5/4/09,8.397645833
5/5/09,8.387229167
5/6/09,8.371104167
5/7/09,8.349791667
5/8/09,8.356145833
5/9/09,8.414791667
5/10/09,8.462208333
5/11/09,8.528520833
5/12/09,8.556416667
5/13/09,8.565666667
5/14/09,8.588958333
5/15/09,8.661520833
5/16/09,8.692541667
5/17/09,8.8005625
5/18/09,8.8305625
5/19/09,8.833104167
5/20/09,8.8945625
5/21/09,8.940083333
5/22/09,8.9961875
5/23/09,9.144729167
5/24/09,9.205020833
5/25/09,9.245291667
5/26/09,9.228833333
5/27/09,9.191770833
5/28/09,9.200416667
5/29/09,9.203583333
5/30/09,9.1911875
5/31/09,9.237458333
6/1/09,9.428375
6/2/09,9.676770833
6/3/09,9.6985
6/4/09,9.740520833
6/5/09,9.686666667
6/6/09,9.618458333
6/7/09,9.550666667
6/8/09,9.517270833
6/9/09,9.49375
6/10/09,9.5024375
6/11/09,9.517770833
6/12/09,9.569583333
6/13/09,9.674458333
6/14/09,9.736604167
6/15/09,9.721666667
6/16/09,9.769333333
6/17/09,9.80675
6/18/09,9.834020833
6/19/09,9.842229167
6/20/09,9.818
6/21/09,9.895854167
6/22/09,10.01820833
6/23/09,10.077125
6/24/09,10.0603125
6/25/09,10.0050625
6/26/09,9.959375
6/27/09,9.975833333
6/28/09,10.07508333
6/29/09,10.2064375
6/30/09,10.63458333
7/1/09,11.18814583
7/2/09,11.355875
7/3/09,11.33641667
7/4/09,11.09660417
7/5/09,10.98375
7/6/09,10.75614583
7/7/09,10.4909375
7/8/09,10.29572917
7/9/09,10.216625
7/10/09,10.18339583
7/11/09,10.17227083
7/12/09,10.1615
7/13/09,10.11302083
7/14/09,10.1410625
7/15/09,10.18091667
7/16/09,10.26664583
7/17/09,10.3636875
7/18/09,10.44472917
7/19/09,10.40489583
7/20/09,10.56891667
7/21/09,10.91047917
7/22/09,10.9379375
7/23/09,10.83891667
7/24/09,10.76877083
7/25/09,10.76010417
7/26/09,10.7769375
7/27/09,10.84158333
7/28/09,10.963875
7/29/09,11.2420625
7/30/09,11.29939583
7/31/09,11.12472917
8/1/09,11.08533333
8/2/09,11.01470833
8/3/09,10.98635417
8/4/09,11.08889583
8/5/09,10.9975625
8/6/09,10.9508125
8/7/09,10.88683333
8/8/09,10.81616667
8/9/09,10.81972917
8/10/09,10.80831579
8/11/09,10.84785714
8/12/09,10.79377083
8/13/09,10.77341667
8/14/09,10.89035417
8/15/09,10.9655625
8/16/09,10.973625
8/17/09,11.11366667
8/18/09,11.23647917
8/19/09,11.28814583
8/20/09,11.17975
8/21/09,11.13210417
8/22/09,11.053375
8/23/09,11.0036875
8/24/09,10.94885417
8/25/09,10.91839583
8/26/09,10.90766667
8/27/09,10.89752083
8/28/09,10.93147917
8/29/09,10.9853125
8/30/09,11.0549375
8/31/09,11.0970625
9/1/09,11.1838125
9/2/09,11.10016667
9/3/09,11.06354167
9/4/09,10.998625
9/5/09,10.935625
9/6/09,10.86454167
9/7/09,10.78985417
9/8/09,10.7469375
9/9/09,10.6969375
9/10/09,10.70710417
9/11/09,10.75197917
9/12/09,10.87708333
9/13/09,10.98483333
9/14/09,10.86891667
9/15/09,10.86697917
9/16/09,10.758125
9/17/09,10.7035625
9/18/09,10.69539583
9/19/09,10.69789583
9/20/09,10.71477083
9/21/09,10.7285
9/22/09,10.80639583
9/23/09,10.9585
9/24/09,10.9148125
9/25/09,11.10064583
9/26/09,11.161875
9/27/09,11.55454167
9/28/09,11.65479167
9/29/09,11.44879167
9/30/09,11.30041667
10/1/09,10.9919375
10/2/09,10.8048125
10/3/09,10.73814583
10/4/09,10.69391667
10/5/09,10.66183333
10/6/09,10.55847917
10/7/09,10.49785417
10/8/09,10.49064583
10/9/09,10.44008333
10/10/09,10.42185417
10/11/09,10.30904167
10/12/09,10.19979167
10/13/09,10.0914375
10/14/09,10.021375
10/15/09,9.975229167
10/16/09,9.9415
10/17/09,9.905770833
10/18/09,9.879625
10/19/09,9.869354167
10/20/09,9.885708333
10/21/09,9.901583333
10/22/09,9.897083333
10/23/09,9.912395833
10/24/09,9.8904375
10/25/09,9.874020833
10/26/09,9.8616875
10/27/09,9.838604167
10/28/09,9.8668125
10/29/09,9.795666667
10/30/09,9.7731875
10/31/09,9.769041667
11/1/09,9.749020833
11/2/09,9.702583333
11/3/09,9.668916667
11/4/09,9.628125
11/5/09,9.592854167
11/6/09,9.556104167
11/7/09,9.529208333
11/8/09,9.4975625
11/9/09,9.4521875
11/10/09,9.414166667
11/11/09,9.381833333
11/12/09,9.3454375
11/13/09,9.3009375
11/14/09,9.2603125
11/15/09,9.223208333
11/16/09,9.2165
11/17/09,9.223333333
11/18/09,9.1755625
11/19/09,9.129375
11/20/09,9.135666667
11/21/09,9.1143125
11/22/09,9.085541667
11/23/09,9.078291667
11/24/09,9.063270833
11/25/09,9.077729167
11/26/09,9.108104167
11/27/09,9.0793125
11/28/09,9.021083333
11/29/09,9.070479167
11/30/09,9.0885
12/1/09,9.062333333
12/2/09,9.010833333
12/3/09,8.982791667
12/4/09,8.925645833
12/5/09,8.7979375
12/6/09,8.6320625
12/7/09,8.468333333
12/8/09,8.365395833
12/9/09,8.331270833
12/10/09,8.28325
12/11/09,8.2671875
12/12/09,8.216145833
12/13/09,8.186020833
12/14/09,8.16375
12/15/09,8.101770833
12/16/09,8.074166667
12/17/09,8.072604167
12/18/09,8.07625
12/19/09,8.079375
12/20/09,8.091875
12/21/09,8.077291667
12/22/09,7.998645833
12/23/09,7.9246875
12/24/09,7.8496875
12/25/09,7.769479167
12/26/09,7.7288125
12/27/09,7.645125
12/28/09,7.625145833
12/29/09,7.627333333
12/30/09,7.649979167
12/31/09,7.672583333
1/1/10,7.681458333
1/2/10,7.715833333
1/3/10,7.741354167
1/4/10,7.752291667
1/5/10,7.771041667
1/6/10,7.7371875
1/7/10,7.706979167
1/8/10,7.713229167
1/9/10,7.715833333
1/10/10,7.7325
1/11/10,7.760625
1/12/10,7.789791667
1/13/10,7.812708333
1/14/10,7.817395833
1/15/10,7.820520833
1/16/10,7.8153125
1/17/10,7.82
1/18/10,7.819479167
1/19/10,7.8278125
1/20/10,7.836666667
1/21/10,7.856979167
1/22/10,7.8809375
1/23/10,7.899166667
1/24/10,7.90125
1/25/10,7.885625
1/26/10,7.897083333
1/27/10,7.9028125
1/28/10,7.899166667
1/29/10,7.910625
1/30/10,7.923125
1/31/10,7.9403125
2/1/10,7.956979167
2/2/10,7.9621875
2/3/10,7.976770833
2/4/10,7.9903125
2/5/10,8.0075
2/6/10,8.016354167
2/7/10,8.025729167
2/8/10,8.039270833
2/9/10,8.049166667
2/10/10,8.053854167
2/11/10,8.0684375
2/12/10,8.097604167
2/13/10,8.122604167
2/14/10,8.147604167
2/15/10,8.183541667
2/16/10,8.217395833
2/17/10,8.2246875
2/18/10,8.231458333
2/19/10,8.227291667
2/20/10,8.218958333
2/21/10,8.200208333
2/22/10,8.200208333
2/23/10,8.198645833
2/24/10,8.228854167
2/25/10,8.25125
2/26/10,8.286125
2/27/10,8.323833333
2/28/10,8.367958333
3/1/10,8.397125
3/2/10,8.421604167
3/3/10,8.457541667
3/4/10,8.4814375
3/5/10,8.481416667
3/6/10,8.486666667
3/7/10,8.483041667
3/8/10,8.427333333
3/9/10,8.385708333
3/10/10,8.398166667
3/11/10,8.3815
3/12/10,8.374208333
3/13/10,8.391395833
3/14/10,8.396083333
3/15/10,8.42525
3/16/10,8.455979167
3/17/10,8.479416667
3/18/10,8.4975625
3/19/10,8.513458333
3/20/10,8.519708333
3/21/10,8.528395833
3/22/10,8.541708333
3/23/10,8.5629375
3/24/10,8.598791667
3/25/10,8.613833333
3/26/10,8.647083333
3/27/10,8.672020833
3/28/10,8.698229167
3/29/10,8.704395833
3/30/10,8.712166667
3/31/10,8.721520833
4/1/10,8.725583333
4/2/10,8.709520833
4/3/10,8.674208333
4/4/10,8.653416667
4/5/10,8.666416667
4/6/10,8.665916667
4/7/10,8.6664375
4/8/10,8.668958333
4/9/10,8.674583333
4/10/10,8.66825
4/11/10,8.703479167
4/12/10,8.739458333
4/13/10,8.778395833
4/14/10,8.816583333
4/15/10,8.846604167
4/16/10,8.8508125
4/17/10,8.894666667
4/18/10,8.933895833
4/19/10,8.9684375
4/20/10,8.975666667
4/21/10,8.961729167
4/22/10,8.99775
4/23/10,9.08075
4/24/10,9.0859375
4/25/10,9.1220625
4/26/10,9.119708333
4/27/10,9.1345
4/28/10,9.137645833
4/29/10,9.1355625
4/30/10,9.155125
5/1/10,9.175645833
5/2/10,9.184895833
5/3/10,9.19475
5/4/10,9.21025
5/5/10,9.197395833
5/6/10,9.2751875
5/7/10,9.328604167
5/8/10,9.408770833
5/9/10,9.483479167
5/10/10,9.521479167
5/11/10,9.506645833
5/12/10,9.4769375
5/13/10,9.431541667
5/14/10,9.428
5/15/10,9.411541667
5/16/10,9.432520833
5/17/10,9.448104167
5/18/10,9.4708125
5/19/10,9.498354167
5/20/10,9.493270833
5/21/10,9.493354167
5/22/10,9.519979167
5/23/10,9.491125
5/24/10,9.511145833
5/25/10,9.512083333
5/26/10,9.473229167
5/27/10,9.469104167
5/28/10,9.489583333
5/29/10,9.459479167
5/30/10,9.459708333
5/31/10,9.487541667
6/1/10,9.535375
6/2/10,9.594833333
6/3/10,9.629729167
6/4/10,9.670395833
6/5/10,9.72425
6/6/10,9.8416875
6/7/10,9.903625
6/8/10,9.973104167
6/9/10,9.958791667
6/10/10,9.936375
6/11/10,9.901583333
6/12/10,9.960416667
6/13/10,9.997395833
6/14/10,10.09652083
6/15/10,10.21004167
6/16/10,10.26104167
6/17/10,10.32183333
6/18/10,10.289625
6/19/10,10.31054167
6/20/10,10.27739583
6/21/10,10.21766667
6/22/10,10.1941875
6/23/10,10.18347917
6/24/10,10.10839583
6/25/10,10.11414583
6/26/10,10.06445833
6/27/10,10.08339583
6/28/10,10.05214583
6/29/10,10.07572917
6/30/10,10.1206875
7/1/10,10.15333333
7/2/10,10.17489583
7/3/10,10.28654167
7/4/10,10.39266667
7/5/10,10.49770833
7/6/10,10.85789583
7/7/10,11.28360417
7/8/10,11.33983333
7/9/10,11.28527083
7/10/10,11.06347917
7/11/10,10.85733333
7/12/10,10.6275
7/13/10,10.73541667
7/14/10,10.84897917
7/15/10,10.85525
7/16/10,10.88679167
7/17/10,10.9106875
7/18/10,10.95845833
7/19/10,10.97475
7/20/10,11.03202083
7/21/10,11.026375
7/22/10,11.02527083
7/23/10,11.09435417
7/24/10,11.1430625
7/25/10,11.40479167
7/26/10,11.61079167
7/27/10,11.37922917
7/28/10,11.271375
7/29/10,11.06758333
7/30/10,10.97614583
7/31/10,11.04114583
8/1/10,11.12333333
8/2/10,11.27595833
8/3/10,11.42120833
8/4/10,11.66302083
8/5/10,11.53564583
8/6/10,11.4080625
8/7/10,11.05814583
8/8/10,10.83677083
8/9/10,10.6286875
8/10/10,10.50041667
8/11/10,10.4825625
8/12/10,10.499875
8/13/10,10.59722917
8/14/10,10.93402083
8/15/10,11.0528125
8/16/10,11.119875
8/17/10,11.25522917
8/18/10,11.10566667
8/19/10,11.03816667
8/20/10,10.92939583
8/21/10,10.844875
8/22/10,10.80477083
8/23/10,10.79064583
8/24/10,10.92539583
8/25/10,10.9259375
8/26/10,10.94220833
8/27/10,10.96102083
8/28/10,11.020875
8/29/10,11.3278125
8/30/10,11.30632258
8/31/10,11.29955556
9/1/10,11.30089583
9/2/10,11.18572917
9/3/10,11.17004167
9/4/10,11.00245833
9/5/10,11.11370833
9/6/10,10.84439583
9/7/10,10.709125
9/8/10,10.578875
9/9/10,10.52179167
9/10/10,10.4989375
9/11/10,10.44635417
9/12/10,10.37389583
9/13/10,10.3469375
9/14/10,10.3494375
9/15/10,10.35908333
9/16/10,10.41216667
9/17/10,10.4258125
9/18/10,10.477875
9/19/10,10.48247917
9/20/10,10.39733333
9/21/10,10.350375
9/22/10,10.29677083
9/23/10,10.26514583
9/24/10,10.21116667
9/25/10,10.17579167
9/26/10,10.14722917
9/27/10,10.12220833
9/28/10,10.144625
9/29/10,10.1523125
9/30/10,10.278875
10/1/10,10.4223125
10/2/10,10.3835
10/3/10,10.30597917
10/4/10,10.281
10/5/10,10.2600625
10/6/10,10.26258333
10/7/10,10.24066667
10/8/10,10.19879167
10/9/10,10.1334375
10/10/10,10.09620833
10/11/10,10.0285
10/12/10,9.999270833
10/13/10,9.969645833
10/14/10,9.9316875
10/15/10,9.924666667
10/16/10,9.938458333
10/17/10,9.986020833
10/18/10,10.01002083
10/19/10,9.984479167
10/20/10,9.983
10/21/10,9.931333333
10/22/10,9.8881875
10/23/10,9.82375
10/24/10,9.735083333
10/25/10,9.6719375
10/26/10,9.588708333
10/27/10,9.543
10/28/10,9.506041667
10/29/10,9.479
10/30/10,9.476520833
10/31/10,9.480645833
11/1/10,9.490395833
11/2/10,9.508645833
11/3/10,9.510729167
11/4/10,9.533791667
11/5/10,9.545541667
11/6/10,9.5563125
11/7/10,9.5815625
11/8/10,9.5809375
11/9/10,9.547895833
11/10/10,9.527125
11/11/10,9.501
11/12/10,9.482166667
11/13/10,9.47025
11/14/10,9.459458333
11/15/10,9.444375
11/16/10,9.414791667
11/17/10,9.3944375
11/18/10,9.3569375
11/19/10,9.320333333
11/20/10,9.1850625
11/21/10,9.070479167
11/22/10,8.895291667
11/23/10,8.679020833
11/24/10,8.594770833
11/25/10,8.511229167
11/26/10,8.455833333
11/27/10,8.428791667
11/28/10,8.414354167
11/29/10,8.369270833
11/30/10,8.271708333
12/1/10,8.264979167
12/2/10,8.263520833
12/3/10,8.251583333
12/4/10,8.213229167
12/5/10,8.191875
12/6/10,8.186145833
12/7/10,8.205416667
12/8/10,8.2251875
12/9/10,8.25275
12/10/10,8.258416667
12/11/10,8.242916667
12/12/10,8.241354167
12/13/10,8.260520833
12/14/10,8.228854167
12/15/10,8.192395833
12/16/10,8.173645833
12/17/10,8.163229167
12/18/10,8.1153125
12/19/10,8.076770833
12/20/10,8.048125
12/21/10,8.0153125
12/22/10,8.009583333
12/23/10,7.987708333
12/24/10,7.976770833
12/25/10,7.979375
12/26/10,7.979895833
12/27/10,7.961666667
12/28/10,7.938229167
12/29/10,7.914791667
12/30/10,7.870520833
12/31/10,7.752791667
1/1/11,7.721541667
1/2/11,7.675666667
1/3/11,7.659708333
1/4/11,7.636145833
1/5/11,7.608270833
1/6/11,7.625645833
1/7/11,7.637208333
1/8/11,7.621979167
1/9/11,7.587916667
1/10/11,7.546625
1/11/11,7.5049375
1/12/11,7.487229167
1/13/11,7.482020833
1/14/11,7.526291667
1/15/11,7.5618125
1/16/11,7.617708333
1/17/11,7.672
1/18/11,7.673604167
1/19/11,7.645875
1/20/11,7.614145833
1/21/11,7.615895833
1/22/11,7.619020833
1/23/11,7.633083333
1/24/11,7.642270833
1/25/11,7.655416667
1/26/11,7.673125
1/27/11,7.681458333
1/28/11,7.687708333
1/29/11,7.695520833
1/30/11,7.640375
1/31/11,7.58725
2/1/11,7.571604167
2/2/11,7.560666667
2/3/11,7.56275
2/4/11,7.566916667
2/5/11,7.5815
2/6/11,7.5861875
2/7/11,7.577854167
2/8/11,7.530958333
2/9/11,7.461083333
2/10/11,7.419270833
2/11/11,7.385125
2/12/11,7.4029375
2/13/11,7.415458333
2/14/11,7.451291667
2/15/11,7.450145833
2/16/11,7.460145833
2/17/11,7.443958333
2/18/11,7.416291667
2/19/11,7.368083333
2/20/11,7.33675
2/21/11,7.32425
2/22/11,7.309145833
2/23/11,7.275020833
2/24/11,7.136270833
2/25/11,6.981729167
2/26/11,6.969125
2/27/11,6.915395833
2/28/11,6.9380625
3/1/11,6.913333333
3/2/11,6.903208333
3/3/11,6.918625
3/4/11,6.906354167
3/5/11,6.9216875
3/6/11,6.9516875
3/7/11,6.972729167
3/8/11,7.0009375
3/9/11,7.041083333
3/10/11,7.085791667
3/11/11,7.098375
3/12/11,7.120333333
3/13/11,7.130166667
3/14/11,7.164395833
3/15/11,7.198770833
3/16/11,7.221291667
3/17/11,7.249625
3/18/11,7.250708333
3/19/11,7.279375
3/20/11,7.3039375
3/21/11,7.345604167
3/22/11,7.377645833
3/23/11,7.403833333
3/24/11,7.433020833
3/25/11,7.45075
3/26/11,7.463770833
